1,s1,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.2475,,0.2475,0.505,,0.505,1.0
106,s2,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.1397,,0.1397,0.7207,,0.7207,1.0
107,s6,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.312,,0.312,0.961,,0.961,1.0
108,s6,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.4619,,0.4619,0.9423,,0.9423,1.0
109,s10,¦Á,¦Â,s11,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.2793,,0.2793,0.8603,,0.8603,1.0
110,s10,¦Á,¦Â,s12,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.2793,,0.2793,0.8603,,0.8603,1.0
111,s14,¦Á,¦Â,s15,¦Á,¦Â,s13,¦Á,¦Â
,,0.0,0.6079,,0.6079,0.924,,0.924,1.0
112,s14,¦Á,¦Â,s16,¦Á,¦Â,s13,¦Á,¦Â
,,0.0,0.312,,0.312,0.961,,0.961,1.0
113,s5,¦Á,¦Â,s7,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0309,,0.0309,0.5447,,0.5447,0.8123,,0.8123,0.8765,,0.8765,1.0
114,s5,¦Á,¦Â,s7,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0403,,0.0403,0.7112,,0.7112,0.7549,,0.7549,0.8387,,0.8387,1.0
115,s5,¦Á,¦Â,s8,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0257,,0.0257,0.2391,,0.2391,0.6839,,0.6839,0.8974,,0.8974,1.0
116,s5,¦Á,¦Â,s8,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.044,,0.044,0.4102,,0.4102,0.4578,,0.4578,0.824,,0.824,1.0
117,s6,¦Á,¦Â,s7,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.2031,,0.2031,0.6256,,0.6256,0.8456,,0.8456,0.8984,,0.8984,1.0
118,s6,¦Á,¦Â,s7,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.2515,,0.2515,0.7748,,0.7748,0.8088,,0.8088,0.8742,,0.8742,1.0
119,s6,¦Á,¦Â,s8,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.174,,0.174,0.355,,0.355,0.732,,0.732,0.913,,0.913,1.0
120,s6,¦Á,¦Â,s8,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.2691,,0.2691,0.5491,,0.5491,0.5855,,0.5855,0.8654,,0.8654,1.0
121,s5,¦Á,¦Â,s7,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0329,,0.0329,0.5805,,0.5805,0.8657,,0.8657,0.9342,,0.9342,1.0
122,s5,¦Á,¦Â,s7,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0439,,0.0439,0.7736,,0.7736,0.8211,,0.8211,0.9123,,0.9123,1.0
123,s5,¦Á,¦Â,s8,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.027,,0.027,0.2521,,0.2521,0.7209,,0.7209,0.9459,,0.9459,1.0
124,s5,¦Á,¦Â,s8,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0483,,0.0483,0.4497,,0.4497,0.502,,0.502,0.9035,,0.9035,1.0
125,s6,¦Á,¦Â,s7,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.214,,0.214,0.6591,,0.6591,0.8909,,0.8909,0.9465,,0.9465,1.0
126,s6,¦Á,¦Â,s7,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.2684,,0.2684,0.8268,,0.8268,0.8631,,0.8631,0.9329,,0.9329,1.0
127,s6,¦Á,¦Â,s8,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.1819,,0.1819,0.3711,,0.3711,0.7653,,0.7653,0.9545,,0.9545,1.0
128,s6,¦Á,¦Â,s8,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.2886,,0.2886,0.5887,,0.5887,0.6278,,0.6278,0.9279,,0.9279,1.0
129,s9,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0798,,0.0798,0.4117,,0.4117,0.7574,,0.7574,0.8404,,0.8404,1.0
130,s9,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.1144,,0.1144,0.5903,,0.5903,0.6522,,0.6522,0.7712,,0.7712,1.0
131,s9,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.05,,0.05,0.2582,,0.2582,0.6918,,0.6918,0.8999,,0.8999,1.0
132,s9,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0843,,0.0843,0.435,,0.435,0.4807,,0.4807,0.8314,,0.8314,1.0
133,s10,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.1478,,0.1478,0.4552,,0.4552,0.7754,,0.7754,0.8522,,0.8522,1.0
134,s10,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.2053,,0.2053,0.6323,,0.6323,0.6879,,0.6879,0.7947,,0.7947,1.0
135,s10,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0953,,0.0953,0.2935,,0.2935,0.7065,,0.7065,0.9047,,0.9047,1.0
136,s10,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.1555,,0.1555,0.4789,,0.4789,0.5211,,0.5211,0.8445,,0.8445,1.0
137,s9,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0867,,0.0867,0.4474,,0.4474,0.8231,,0.8231,0.9133,,0.9133,1.0
138,s9,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.1292,,0.1292,0.6665,,0.6665,0.7365,,0.7365,0.8708,,0.8708,1.0
139,s9,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0527,,0.0527,0.2718,,0.2718,0.7282,,0.7282,0.9473,,0.9473,1.0
140,s9,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0921,,0.0921,0.4751,,0.4751,0.5249,,0.5249,0.9079,,0.9079,1.0
141,s10,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.1596,,0.1596,0.4915,,0.4915,0.8372,,0.8372,0.9202,,0.9202,1.0
142,s10,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.2288,,0.2288,0.7047,,0.7047,0.7666,,0.7666,0.8856,,0.8856,1.0
143,s10,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.1001,,0.1001,0.3082,,0.3082,0.7418,,0.7418,0.95,,0.95,1.0
144,s10,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.1686,,0.1686,0.5193,,0.5193,0.565,,0.565,0.9157,,0.9157,1.0
145,s13,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0502,,0.0502,0.2592,,0.2592,0.6946,,0.6946,0.7991,,0.7991,1.0
146,s13,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0811,,0.0811,0.4187,,0.4187,0.5066,,0.5066,0.6754,,0.6754,1.0
147,s13,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0211,,0.0211,0.373,,0.373,0.7395,,0.7395,0.9154,,0.9154,1.0
148,s13,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.0322,,0.0322,0.5682,,0.5682,0.6031,,0.6031,0.8711,,0.8711,1.0
149,s14,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.2973,,0.2973,0.4519,,0.4519,0.774,,0.774,0.8513,,0.8513,1.0
150,s14,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.414,,0.414,0.6293,,0.6293,0.6854,,0.6854,0.793,,0.793,1.0
151,s14,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.1473,,0.1473,0.4538,,0.4538,0.7731,,0.7731,0.9263,,0.9263,1.0
152,s14,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s1,¦Á,¦Â
,,0.0,0.2103,,0.2103,0.6477,,0.6477,0.6762,,0.6762,0.8949,,0.8949,1.0
153,s13,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0558,,0.0558,0.2882,,0.2882,0.7722,,0.7722,0.8883,,0.8883,1.0
154,s13,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0969,,0.0969,0.4998,,0.4998,0.6048,,0.6048,0.8063,,0.8063,1.0
155,s13,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0221,,0.0221,0.3895,,0.3895,0.7722,,0.7722,0.9558,,0.9558,1.0
156,s13,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.0344,,0.0344,0.6074,,0.6074,0.6447,,0.6447,0.9311,,0.9311,1.0
157,s14,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.3212,,0.3212,0.4882,,0.4882,0.8362,,0.8362,0.9197,,0.9197,1.0
158,s14,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s3,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.4618,,0.4618,0.7019,,0.7019,0.7645,,0.7645,0.8845,,0.8845,1.0
159,s14,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.153,,0.153,0.4712,,0.4712,0.8027,,0.8027,0.9618,,0.9618,1.0
160,s14,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s4,¦Á,¦Â,s2,¦Á,¦Â
,,0.0,0.222,,0.222,0.6836,,0.6836,0.7137,,0.7137,0.9445,,0.9445,1.0
161,s9,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0546,,0.0546,0.2818,,0.2818,0.5184,,0.5184,0.9727,,0.9727,1.0
162,s9,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0689,,0.0689,0.3553,,0.3553,0.3926,,0.3926,0.9656,,0.9656,1.0
163,s9,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0541,,0.0541,0.2791,,0.2791,0.7479,,0.7479,0.973,,0.973,1.0
164,s9,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0965,,0.0965,0.498,,0.498,0.5503,,0.5503,0.9517,,0.9517,1.0
165,s10,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.1036,,0.1036,0.319,,0.319,0.5433,,0.5433,0.9741,,0.9741,1.0
166,s10,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.1289,,0.1289,0.3969,,0.3969,0.4318,,0.4318,0.9678,,0.9678,1.0
167,s10,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.1026,,0.1026,0.3161,,0.3161,0.7609,,0.7609,0.9743,,0.9743,1.0
168,s10,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.176,,0.176,0.5422,,0.5422,0.5898,,0.5898,0.956,,0.956,1.0
169,s9,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0458,,0.0458,0.2366,,0.2366,0.4352,,0.4352,0.8166,,0.8166,1.0
170,s9,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0555,,0.0555,0.2863,,0.2863,0.3164,,0.3164,0.778,,0.778,1.0
171,s9,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0455,,0.0455,0.2347,,0.2347,0.6289,,0.6289,0.8181,,0.8181,1.0
172,s9,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0721,,0.0721,0.3722,,0.3722,0.4113,,0.4113,0.7114,,0.7114,1.0
173,s10,¦Á,¦Â,s11,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0877,,0.0877,0.27,,0.27,0.46,,0.46,0.8247,,0.8247,1.0
174,s10,¦Á,¦Â,s11,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.1051,,0.1051,0.3238,,0.3238,0.3523,,0.3523,0.7897,,0.7897,1.0
175,s10,¦Á,¦Â,s12,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.087,,0.087,0.268,,0.268,0.645,,0.645,0.826,,0.826,1.0
176,s10,¦Á,¦Â,s12,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.1346,,0.1346,0.4145,,0.4145,0.4509,,0.4509,0.7309,,0.7309,1.0
177,s13,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0318,,0.0318,0.164,,0.164,0.4394,,0.4394,0.9682,,0.9682,1.0
178,s13,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0419,,0.0419,0.2161,,0.2161,0.2614,,0.2614,0.9581,,0.9581,1.0
179,s13,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0226,,0.0226,0.3983,,0.3983,0.7896,,0.7896,0.9774,,0.9774,1.0
180,s13,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.0357,,0.0357,0.629,,0.629,0.6677,,0.6677,0.9643,,0.9643,1.0
181,s14,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.208,,0.208,0.3161,,0.3161,0.5414,,0.5414,0.974,,0.974,1.0
182,s14,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.259,,0.259,0.3937,,0.3937,0.4288,,0.4288,0.9676,,0.9676,1.0
183,s14,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.156,,0.156,0.4804,,0.4804,0.8183,,0.8183,0.9805,,0.9805,1.0
184,s14,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s5,¦Á,¦Â
,,0.0,0.2283,,0.2283,0.7031,,0.7031,0.734,,0.734,0.9715,,0.9715,1.0
185,s13,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.026,,0.026,0.1341,,0.1341,0.3594,,0.3594,0.792,,0.792,1.0
186,s13,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0324,,0.0324,0.1671,,0.1671,0.2022,,0.2022,0.741,,0.741,1.0
187,s13,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0195,,0.0195,0.3439,,0.3439,0.6818,,0.6818,0.844,,0.844,1.0
188,s13,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.0285,,0.0285,0.5034,,0.5034,0.5343,,0.5343,0.7717,,0.7717,1.0
189,s14,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.176,,0.176,0.2674,,0.2674,0.4581,,0.4581,0.824,,0.824,1.0
190,s14,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s7,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.2112,,0.2112,0.321,,0.321,0.3496,,0.3496,0.7888,,0.7888,1.0
191,s14,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.1372,,0.1372,0.4227,,0.4227,0.72,,0.72,0.8628,,0.8628,1.0
192,s14,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s8,¦Á,¦Â,s6,¦Á,¦Â
,,0.0,0.1903,,0.1903,0.5861,,0.5861,0.6118,,0.6118,0.8097,,0.8097,1.0
193,s13,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s11,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.0414,,0.0414,0.2137,,0.2137,0.5726,,0.5726,0.9172,,0.9172,1.0
194,s13,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s11,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.0604,,0.0604,0.3115,,0.3115,0.3769,,0.3769,0.8793,,0.8793,1.0
195,s13,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s12,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.0221,,0.0221,0.3895,,0.3895,0.7722,,0.7722,0.9558,,0.9558,1.0
196,s13,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s12,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.0344,,0.0344,0.6074,,0.6074,0.6447,,0.6447,0.9311,,0.9311,1.0
197,s14,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s11,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.2568,,0.2568,0.3904,,0.3904,0.6687,,0.6687,0.9358,,0.9358,1.0
198,s14,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s11,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.3395,,0.3395,0.5161,,0.5161,0.562,,0.562,0.9151,,0.9151,1.0
199,s14,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s12,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.153,,0.153,0.4712,,0.4712,0.8027,,0.8027,0.9618,,0.9618,1.0
200,s14,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s12,¦Á,¦Â,s9,¦Á,¦Â
,,0.0,0.222,,0.222,0.6836,,0.6836,0.7137,,0.7137,0.9445,,0.9445,1.0
201,s13,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s11,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.0382,,0.0382,0.1973,,0.1973,0.5288,,0.5288,0.847,,0.847,1.0
202,s13,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s11,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.0539,,0.0539,0.278,,0.278,0.3363,,0.3363,0.7845,,0.7845,1.0
203,s13,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s12,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.0211,,0.0211,0.373,,0.373,0.7395,,0.7395,0.9154,,0.9154,1.0
204,s13,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s12,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.0322,,0.0322,0.5682,,0.5682,0.6031,,0.6031,0.8711,,0.8711,1.0
205,s14,¦Á,¦Â,s15,¦Á,¦Â,s17,¦Á,¦Â,s11,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.2414,,0.2414,0.3669,,0.3669,0.6283,,0.6283,0.8793,,0.8793,1.0
206,s14,¦Á,¦Â,s15,¦Á,¦Â,s18,¦Á,¦Â,s11,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.3129,,0.3129,0.4757,,0.4757,0.5181,,0.5181,0.8435,,0.8435,1.0
207,s14,¦Á,¦Â,s16,¦Á,¦Â,s19,¦Á,¦Â,s12,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.1473,,0.1473,0.4538,,0.4538,0.7731,,0.7731,0.9263,,0.9263,1.0
208,s14,¦Á,¦Â,s16,¦Á,¦Â,s20,¦Á,¦Â,s12,¦Á,¦Â,s10,¦Á,¦Â
,,0.0,0.2103,,0.2103,0.6477,,0.6477,0.6762,,0.6762,0.8949,,0.8949,1.0
